EAR       	MAR	       Label
0.335065653	0.039019137	0
0.348353592	0.023984371	0
0.322979996	0.148915569	0
0.340947232	0.010434584	0
0.334952106	0.013603216	0
0.33989498	0.017842144	0
0.304448168	0.011041902	0
0.312041383	0.009172401	0
0.326914535	0.160017888	0
0.280937196	0.123292654	0
0.289383414	0.008852194	0
0.335615439	0.100568361	0
0.305337427	0.00102922	0
0.30240461	0.004848498	0
0.332545081	0.010719488	0
0.324069107	0.018942119	0
0.30706197	0.023332048	0
0.291278296	0.01086379	0
0.32762675	0.017648865	0
0.359789173	0.025314099	0
0.360172983	0.018066837	0
0.363344547	0.002291054	0
0.308764365	0.003658963	0
0.342740033	0.001289862	0
0.341534019	0.00751366	0
0.332828794	0.017276399	0
0.333126171	0.064620508	0
0.347258977	0.050719735	0
0.332631574	0.035231118	0
0.438465277	0.079395224	0
0.251637672	0.013274431	0
0.201252899	0.0255381	0
0.333358305	0.001392145	0
0.325692334	0.007590313	0
0.328521801	0.011851485	0
0.326342796	0.008347189	0
0.322020809	0.012993405	0
0.33567902	0.007691839	0
0.342463576	0.011480282	0
0.329185618	0.014148021	0
0.332700467	0.01460455	0
0.349476817	0.01718391	0
0.363799031	0.012741143	0
0.332903971	0.0117686	0
0.347902095	0.011472157	0
0.330936828	0.014089362	0
0.31533394	0.01345762	0
0.329385934	0.016616222	0
0.328740314	0.014256486	0
0.310151074	0.016752375	0
0.234165848	0.018007687	0
0.305618486	0.009711737	0
0.321216204	0.017727575	0
0.345680241	0.026265606	0
0.340820305	0.008856706	0
0.324470556	0.00682812	0
0.347115167	0.003966228	0
0.299712772	0.008761379	0
0.345214097	0.006765748	0
0.315535404	0.008664307	0
0.332928418	0.009034604	0
0.322621419	0.011367775	0
0.311733477	0.032295653	0
0.309022562	0.097096555	0
0.34875294	0.029497437	0
0.469086163	0.033122693	0
0.336394424	0.009301409	0
0.343919453	0.012943465	0
0.32865366	0.006223551	0
0.356999559	0.00990423	0
0.38838515	0.138783345	0
0.309492623	0.032913795	0
0.307843584	0.03088515	0
0.340191407	0.048109834	0
0.314305762	0.032463144	0
0.319053304	0.027944994	0
0.267717327	0.023443083	0
0.414532712	0.190948989	0
0.297480416	0.123368839	0
0.35269912	0.048661214	0
0.331061752	0.02975325	0
0.321859595	0.033115016	0
0.326408708	0.03355278	0
0.326011316	0.007061331	0
0.357011144	0.042742354	0
0.358359407	0.035905823	0
0.366942752	0.003832852	0
0.383670575	0.264826549	0
0.464708787	0.019293834	0
0.34104618	0.021957467	0
0.330204349	0.013350224	0
0.428136271	0.135951496	0
0.26966711	0.072019078	0
0.372692101	0.098760056	0
0.27336342	0.006284206	0
0.27848806	0.017334884	0
